"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Jaume Balagueró","Ghislain Barrois, Álvaro Augustin, Francisco Sanchez Ortiz, Eneko Lizarraga, Freddie Highmore","Rafa Martínez, Andrés M. Koppel, Borja Glez Santaolalla, Michel Gaztambide, Rowan Athale","Saban Films","Think Studio, Ciudadano Ciskul, Telecinco Cinema, El Tesoro de Drake AIE","R (Language)","Mystery & Thriller, Action, Crime, Drama","English","Mar 26, 2021, Limited","Mar 26, 2021","1h 58m","Scope (2.35:1)","Freddie Highmore (""The Good Doctor"") and Famke Janssen (X-Men) star in this globe-trotting, action-packed thriller following a high-risk heist. When an engineer (Highmore) learns of a mysterious, impenetrable fortress hidden under The Bank of Spain, he joins a crew of master thieves who plan to steal the legendary lost treasure locked inside while the whole country is distracted by Spain's World Cup Final. With thousands of soccer fans cheering in the streets, and security forces closing in, the crew have just minutes to pull off the score of a lifetime. Also starring Astrid Berges-Frisbey (Pirates of the Caribbean: On Stranger Tides) and Liam Cunningham (""Game of Thrones"").",58,51,"The Vault"
