"Director","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Francisco J. Lombardi","Giovanna Pollarolo","Tornasol Films S.A.","R","Drama","Spanish","Oct 28, 2003","2h 17m","A stern Peruvian army captain (Angie Cepeda) gets orders to set up a makeshift brothel to serve the needs of his troops.",63,76,"Captain Pantoja and the Special Service"
