"Director","Producer","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Richard Lester","Arlene Sellers, Alex Winitsky","R","Adventure","English","Nov 30, 2016","2h 2m","Pre-revolutionary Cuba is the setting for this drama about British mercenary Robert Dapes (Sean Connery), who is sent to Havana in the last days of the Batista regime to train government troops. In addition to a growing sympathy for Castro's rebels and a sense that he is too late to help Batista's disintegrating army, Dapes rekindles a romance with his former lover, Alexandra (Brooke Adams), who is now married to Juan Pulido (Chris Sarandon), a callous plantation owner.",42,28,"Cuba"
