"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Lee Cronin","John Keville, Conor Barry","Lee Cronin, Stephen Shields","A24","Metrol Technology, Savage Productions, Head Gear Films, Bankside Films, Wrong Men North","R (Some Disturbing Images)","Horror, Mystery & Thriller","English (United Kingdom)","Mar 1, 2019, Limited","Feb 26, 2019","1h 30m","Scope (2.35:1)","One night, Sarah's young son disappears into the woods behind their rural home. When he returns, he looks the same, but his behavior grows increasingly disturbing. Sarah begins to believe that the boy who returned may not be her son at all.",83,48,"The Hole in the Ground"
