"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Albert Parker","Douglas Fairbanks","Jack Cunningham","United Artists","Elton Corporation","Adventure","Mar 8, 1926, Original","Aug 11, 2016","1h 24m","Pirates loot a ship of its riches before blowing it up. Father-and-son survivors of noble birth wash ashore of an island, and the injured father perishes. The son (Douglas Fairbanks) promises to seek revenge by infiltrating the same band of buccaneers and bringing them to justice. Posing as the ""Black Pirate,"" he defeats the captain, captures a merchant ship single-handedly and earns himself a role as their new leader. Unanticipated is a princess (Billie Dove) who needs protection.",100,69,"The Black Pirate"
