"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Clarence G. Badger","Clarence G. Badger, Elinor Glyn","Elinor Glyn, Hope Loring, Louis D. Lighton","Paramount Pictures, Kino Video, Grapevine Video, Killiam Shows, Critics' Choice Video","Paramount Pictures, Famous Players-Lasky Corporation","Drama","Feb 15, 1927, Wide","Jul 15, 2008","1h 12m","When she first sets eyes on her new boss, the wealthy Cyrus Waltham Jr. (Antonio Moreno), department store clerk Betty Lou Spence (Clara Bow) is convinced he's got ""it,"" an indefinable quality that makes one irresistible to the opposite sex. Betty Lou charms her employer on a date, but Cyrus suddenly cools when he hears a false story that Betty Lou has mothered an illegitimate child. Crushed by Cyrus' assumption, the shopgirl ramps up the sex appeal to win her man back and teach him a lesson.",88,81,"It"
