"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"François Truffaut","Marcel Berbert","François Truffaut, Claude de Givray, Bernard Revon","Criterion Collection, Columbia Pictures","PG","Comedy, Drama","French (France)","Sep 9, 1968, Original","Apr 1, 2014","1h 37m","Mono","Parisian everyman Antoine Doinel (Jean-Pierre Léaud) has married his sweetheart Christine Darbon (Claude Jade), and the newlyweds have set up a cozy domestic life of selling flowers and giving violin lessons while Antoine fitfully works on his long-gestating novel. As Christine becomes pregnant with the couple's first child, Antoine finds himself enraptured with a young Japanese beauty (Mademoiselle Hiroko). The complications change the course of their relationship forever.",76,84,"Bed and Board"
