"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Mark Rydell","Raymond Stross","Claridge Pictures","Motion Pictures International","PG","Drama","English","Feb 7, 1968, Original","1h 50m","Headstrong Ellen (Anne Heywood) and her more demure lesbian lover, Jill (Sandy Dennis), pass their time together on an isolated farm in backwoods Canada. While Jill longs for nothing more than their life together, Ellen is becoming discontented with their relationship. The farm's former owner's grandson, Paul (Keir Dullea), arrives unannounced and asks to spend the rest of his leave from the Merchant Marines living and working on the farm. But Ellen's attraction to him could be disastrous.",60,45,"The Fox"
