"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Dario Argento","Salvatore Argento","Dario Argento","PG","Mystery & Thriller","Italian","Aug 25, 1972, Original","May 5, 2017","1h 44m","Dario Argento directs the tale of a rock musician who becomes entangled in a gruesome murder case.",63,60,"Four Flies on Grey Velvet"
