"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Éric Rohmer","Françoise Etchegaray","Éric Rohmer","October Films","Les Films du Losange, La Sept Cinéma","PG (Mild Thematic Elements)","Romance","French (Canada)","Jul 9, 1998, Original","$2.1M","1h 52m","Surround, Dolby Stereo","Flat (1.66:1)","French vineyard owner Isabelle (Marie Rivière) loves her craft and finds support in her friendships, but she hasn't been in a serious relationship since her husband died. Magali (Béatrice Romand), one of her oldest and dearest friends, decides to secretly put out a personal ad for Isabelle, which yields charming bachelor Gerald (Alain Libolt). However, Magali initially poses as Isabelle in order to meet Gerald and ensure he's the right man, which leads to multiple misunderstandings.",95,86,"Autumn Tale"
