"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Diane Kurys","Ariel Zeitoun","Diane Kurys, Alain Le Henry","United Artists Classics","Films A2, Partner's Productions, Hachette Première, Alexandre Films, S.F.P.C.","PG","Drama","French (France)","Oct 8, 1983, Original","1h 51m","Lena (Isabelle Huppert) is a Jewish refugee from Belgium living in occupied France in 1942. The only way she can avoid being deported to a concentration camp is to marry Michel, a discharged military officer but they cannot find happiness. Meanwhile extroverted artist Madeleine (Miou-Miou) mourns her dead husband and remarries after France's liberation but she to is unhappy with her life. After a chance meeting, the two women develop an emotional relationship that borders on romance.",100,86,"At First Sight"
