"Director","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Graham Baker","Buena Vista (Walt Disney)","R","Horror","English","Oct 7, 2003","1h 32m","A doctor (Tim Matheson) and his fiancee (Meg Tilly) see unspeakable behavior in her hometown, all because of bad milk.",50,30,"Impulse"
