"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Johnnie To","Johnnie To","Nai-Hoi Yau, Yip Tin Shing, Kin Yee Au","China Star Entertainment, Sil-Metropole Organisation, One Hundred Years of Film Co. Ltd.","Action","Chinese","Aug 2, 2005","1h 34m","Surround","A young fighter (Aaron Kwok) and an aspiring singer (Cherrie Ying) reawaken a drunken gambler's (Louis Koo) desire to prove his skills in the judo ring.",93,70,"Throw Down"
