"Director","Producer","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jack Sholder","David Madden","Universal Pictures","Morgan Creek Productions, Interscope Communications","R","Crime, Drama","English","Jun 2, 1989, Original","Nov 5, 2019","$7.9M","1h 46m","Surround","While no-nonsense Philadelphia cop Buster McHenry (Kiefer Sutherland) is going undercover to investigate a gang headed by the ruthless Marino (Rob Knepper), he's forced to take part in a robbery that ends with the theft of a sacred Sioux artifact and the death of several onlookers. After the incident, Hank Storm (Lou Diamond Phillips), whose brother was killed during the robbery, teams up with Buster to recover the artifact and avenge his brother's death.",33,28,"Renegades"
