"Director","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Runtime","Synopsis","Critics","Audiences","Title"
"Valentyn Vasyanovych","Valentyn Vasyanovych","Film Movement","ForeFilms","Drama","Ukrainian","May 6, 2022, Limited","2h 6m","In 2014, Ukrainian surgeon Serhiy enlists to fight Russian military forces in the Donbass region, where he is captured by enemy soldiers. Now a prisoner of war, Serhiy is forced to witness horrifying scenes of humiliation and violence at the hands of the Russian invaders, his medical background co-opted to dispense mercy killings to the tortured. After his release, he returns to his comfortable middle-class apartment, still suffering from the trauma of his experiences. Looking inward, Serhiy tries to find a purpose in life by rebuilding his relationship with his daughter and ex-wife, learning how to be a human being again through being a father.",95,NA,"Reflection"
