"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Andrzej Wajda","Artur Brauner","Andrzej Wajda, Boleslaw Michalek, Agnieszka Holland","C.C.C. Filmkunst, Stand'art Productions, TF1 Films Production, Gaumont","R","Drama","French (France)","1h 47m","A German woman (Hanna Schygulla) has an affair with a World War II Polish POW (Piotr Lysak).",55,67,"A Love in Germany"
