"Director","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Carl Theodor Dreyer","Carl Theodor Dreyer, Joseph Delteil","Criterion Collection, Video Yesteryear, Janus Films, LS Video","Société générale des films","History, Drama, Biography","Apr 21, 1928, Original","Jul 23, 2018","$6.4K","1h 17m","35mm","A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc (Renee Falconetti) is subjected to inhumane treatment and scare tactics at the hands of church court officials (Eugene Silvain, Jean d'Yd). Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",98,93,"The Passion of Joan of Arc"
