"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Carl Bessai","Carl Bessai","Carl Bessai","BV International Pictures [no]","Emile Productions Inc.","R (Language)","Drama","English","Jan 9, 2004, Wide","Apr 26, 2005","1h 31m","Surround","Emile (Ian McKellen), a retired professor, returns to his Canadian hometown to receive an award after decades of living in England. The trip spurs memories of his troubled relationship with his brothers, Carl (Chris William Martin) and Freddy (Tygh Runyan). Stopping by the family farm, Emile visits with his niece, Nadia (Deborah Kara Unger), but their reunion isn't easy. As Emile tries to win Nadia's forgiveness for earlier mistakes, he forms a connection with her young daughter (Theo Crane).",57,62,"Emile"
