"Director","Producer","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Leland Orser","Todd Traina, Minor Childers","Leland Orser","Anchor Bay","R (A Scene of Sexuality)","Drama","English","Sep 27, 2013, Limited","Apr 1, 2017","$2.9K","1h 35m","Overwhelming grief threatens to tear a man (Leland Orser) and his wife (Jeanne Tripplehorn) apart as they try to come to grips with the loss of their child.",45,25,"Morning"
