"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Léa Mysius","Jean-Louis Livi, Fanny Yvonnet","Léa Mysius, Paul Guilhaume, Léa Mysius, Paul Guilhaume","F Comme Film, Trois Brigands Productions","Drama, Fantasy","French (France)","Mar 24, 2023, Limited","$46.7K","1h 35m","Scope (2.35:1)","Eight-year-old Vicky has a mysterious gift: she can recreate any scent she comes across, even that of her beloved mother Joanne. When her estranged aunt suddenly returns to town, the invocation of her fragrance plunges the young girl back in time to unravel a past replete with family secrets and queer romance.",85,80,"The Five Devils"
