"Director","Producer","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Otto Preminger","Otto Preminger","Romance","English","Nov 27, 1947, Limited","Aug 11, 2010","1h 39m","Daisy Kenyon (Joan Crawford) is an artist living in Manhattan. She is in love with Dan (Dana Andrews), a busy lawyer who is unhappily married to the volatile Lucille (Ruth Warrick). While Daisy waits for Dan to get a divorce, she begins seeing Peter (Henry Fonda), a veteran recently returned from World War II. After Dan leaves town for a few weeks to defend a dispossessed Japanese-American, Daisy impetuously marries Peter. When Dan returns, the complicated affairs become even more tangled.",86,59,"Daisy Kenyon"
