"Director","Producer","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Armyan Bernstein","Alan Greisman","R","Comedy, Drama","English","1h 42m","A Chicago writer (John Shea) recalls boyhood buddies, a dying friend (Josh Mostel) and an ex-girlfriend (Kate Capshaw).",14,80,"Windy City"
