"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Huston","Eugene Frenke","Charles Grayson","History, Drama","English","Sep 30, 1958, Limited","Mar 1, 2013","1h 45m","On the eve of the Meiji Restoration, Japan is still a nation thoroughly mistrustful of Western influence. The U.S. government dispatches Townsend Harris (John Wayne) to the port village of Shimoda to serve as U.S. consul to Japan. There Harris and his interpreter, Henry Heusken (Sam Jaffe), meet resistance from the locals, who refuse to recognize his diplomatic status. Eventually Harris meets lovely geisha Okichi (Eiko Ando), who helps him bridge the cultural divide.",40,42,"The Barbarian and the Geisha"
