"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Ingmar Bergman","Ingmar Bergman","Ingmar Bergman","Video Yesteryear, United Artists, MGM/UA Home Entertainment Inc., Reel Media International [us], Lopert Pictures Corp.","Svensk Filmindustri","Drama","Swedish","Mar 6, 1967, Wide","Mar 11, 2017","1h 21m","Flat (1.37:1)","Famed stage actress Elisabeth Vogler (Liv Ullmann) suffers a moment of blankness during a performance and the next day lapses into total silence. Advised by her doctor to take time off to recover from what appears to be an emotional breakdown, Elisabeth goes to a beach house on the Baltic Sea with only Anna (Bibi Andersson), a nurse, as company. Over the next several weeks, as Anna struggles to reach her mute patient, the two women find themselves experiencing a strange emotional convergence.",91,94,"Persona"
