"Director","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Oxide Chun Pang, Danny Pang","R","Fantasy, Horror","Chinese","Jan 8, 2017","1h 48m","Dolby Digital","After writing a successful trilogy based on her affair with a married man, bestselling author Tsui Ting-Yin (Lee Sinje) begins working on a supernatural fiction follow-up. Creatively blocked, Tsui is further unnerved after meeting her ex-lover, who has just been divorced and wants to marry her. While struggling with her book, Tsui stumbles into a fantasy world full of decaying cities, monsters and ghosts. Only a strange young girl, Ting-yu (Yaqi Zeng), can help her get back to the real world.",50,59,"Re-cycle"
