"Director","Screenwriter","Distributor","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Alfons Adetuyi","Robert Adetuyi","Inner City Releasing","PG-13 (Some Suggestive Material)","Romance, Comedy","English","Oct 26, 2018, Limited","Feb 1, 2020","1h 40m","Maya, a headstrong artist, travels to Africa for inspiration and returns with a fiance.",22,60,"Love Jacked"
