"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Release Date (Theaters)","Release Date (Streaming)","Runtime","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Buster Keaton","Joseph M. Schenck, Buster Keaton","David Belasco","Metro-Goldwyn-Mayer, Image Entertainment Inc., Kino Video","Buster Keaton Productions Inc. [us]","Comedy","Mar 11, 1925, Original","Oct 14, 2016","57m","Academy (1.33:1)","Struggling stockbroker Jimmie Shannon (Buster Keaton) learns that, if he gets married by 7 p.m. on his 27th birthday -- which is today -- he'll inherit $7 million from an eccentric relative. But, after Mary Jones (Ruth Dwyer), whom he's mooned over for years, turns him down, he has only hours to find a woman who'll marry him. When his friends try to help by placing an ad in the afternoon newspaper, the shy Jimmie finds himself chased through the streets by hundreds of marriage-minded women.",94,90,"Seven Chances"
