"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Chen Kuo-fu","Ricky Strauss, Jimmy Huang Chih-Ming","Columbia Pictures Film Production Asia","R (Strong Violence/Gore)","Crime, Drama, Mystery & Thriller","Chinese","Jan 1, 2012","1h 53m","Dolby Digital, SDDS","An FBI agent (David Morse) travels to Taiwan to help an inspector (Tony Leung Ka Fai) search for a serial killer whose methods are gruesome.",60,45,"Double Vision"
