"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Christophe Honoré","Paulo Branco","Christophe Honoré","IFC Films","Centre National de la Cinematographie, Canal+","Drama","French (Canada)","Aug 8, 2007, Limited","Jul 1, 2019","$63.0K","1h 33m","Dolby SRD","After a love affair ends badly, a young Parisian named Paul (Romain Duris) sinks into the same kind of deep depression that led his sister to kill herself. He moves back home with his father (Guy Marchand) and aimless brother Jonathan (Louis Garrel) but refuses to get out of bed. One night, Paul rises from his torpor and makes a fateful visit to the Seine.",60,66,"Dans Paris"
