"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Ben Bolt, Harold Becker","Don Carmody, Martin Ransohoff","Robert Roy Pool","Columbia Pictures","Albacore Productions Inc., Columbia Pictures","R","Drama","English","Sep 25, 1987, Original","Mar 23, 1988","$776.7K","1h 49m","A lucky country boy (Matt Dillon) turns crapshooter in 1950s Chicago and falls for a gangster's (Tommy Lee Jones) stripper wife (Diane Lane).",50,36,"The Big Town"
