"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Alfred Hitchcock","David O. Selznick","Ben Hecht, Alma Reville, David O. Selznick, James Bridie","Fox, Selznick International Pictures","United Artists, Vanguard Films Production","Drama","English","Dec 31, 1947, Wide","May 30, 2017","1h 56m","Mono","Flat (1.37:1)","Attorney Anthony Keane (Gregory Peck) agrees to represent Londonite Mrs. Paradine (Alida Valli), who has been fingered in her husband's murder. From the start, the married lawyer is drawn to the enigmatic beauty, and he begins to cast about for a way to exonerate his client. Keane puts Andre Latour (Louis Jourdan), the Paradine household servant, on the stand, suggesting he is the killer. But Keane soon loses his way in the courtroom, and his half-baked plan sets off a stunning chain of events.",77,48,"The Paradine Case"
