"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"John Sayles","William Aydelott","John Sayles","RCA/Columbia, IFC Films, MGM Home Entertainment","Salsipuedes Productions, UCLA Film and Television Archive, Anarchists' Convention","R","Comedy, Drama","English","Sep 5, 1980, Wide","Apr 5, 2002","Dec 4, 2020","1h 46m","Mono","Seven baby boomers with ties to the antiwar movement of the '60s get together for a weekend at the home of teachers Mike (Bruce MacDonald) and Katie (Maggie Renzi). What should be a peaceful reunion, however, is rife with drama. Longtime couple Jeff (Mark Arnott) and Maura (Karen Trott) are separating, speechwriter Irene (Jean Passanante) is self-conscious about her conservative boyfriend (Gordon Clapp), and Frances (Maggie Cousineau) has a flirtation with a local mechanic (David Strathairn).",82,74,"Return of the Secaucus 7"
