"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Kat Coiro","Holly Wiersma, Logan Levy, Jesse Kennedy, Justin Long, Keir O'Donnell","Christian Long, Justin Long, Keir O'Donnell","IFC Films","Lagniappe Media","R (Language|Drug Use|Some Sexual References)","Romance, Comedy","English","Nov 6, 2013, Limited","Dec 5, 2016","1h 32m","Rejected by the girl of his dreams, a writer (Justin Long) creates an online alter ego that makes her fall for him.",47,26,"A Case of You"
