"Director","Producer","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Desmond Nakano","Lawrence Bender","R","Drama","English","$3.6M","1h 29m","Surround","In an alternate universe, successful African-Americans live in gated communities, while impoverished Caucasians populate crime-ridden inner-city ghettos. When African-American mogul Thaddeus Thomas (Harry Belafonte) wrongly accuses Caucasian Louis Pinnock (John Travolta) of being a Peeping Tom, Pinnock loses his job and watches as his family falls apart. In a desperate attempt to repair his life, Pinnock takes Thomas hostage and demands reinstatement at the factory where he once worked.",24,36,"White Man's Burden"
