"Director","Producer","Distributor","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Satyajit Ray","Satyajit Ray","Columbia TriStar Home Video, Sony Pictures Classics, Edward Harrison [us], Merchant-Ivory Productions [us]","Drama","Bangla","Oct 4, 1959, Original","Oct 20, 2015","1h 43m","This lauded Indian drama, the third part of a trilogy, finds Apu Roy (Alok Chakravarty), now a young unemployed man, living in poverty and attempting to be a writer. When his old school friend Pulu (Swapan Mukherjee) convinces him to go on a trip to a family wedding, surprising circumstances end in Apu marrying the bride, Aparna (Soumitra Chatterjee). Set on being a responsible husband, Apu finds a job and becomes close to his wife, but tragedy strikes, leaving him at yet another crossroads.",97,95,"The World of Apu"
