"Director","Producer","Production Co","Genre","Original Language","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Jacques Tourneur","Casey Robinson","RKO Radio Pictures Inc.","War","English","Mar 1, 2011","1h 26m","In 1941, bands of guerrilla soldiers dot the Russian countryside, attempting to drive out Nazi invaders. Vladimir (Gregory Peck) leads one such group and, with his rag-tag crew of amateur soldiers, mounts a courageous campaign to blow up a Nazi ammunition train. But Vladimir faces a moral dilemma when he must choose between two women -- beautiful ex-ballerina Nina (Tamara Toumanova) and loyal factory worker Yelena (Maria Palmer) -- to send on a dangerous mission.",50,54,"Days of Glory"
