"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"George Cukor","Hunt Stromberg","Rachel Crothers, Anita Loos","Loew's Inc., Metro-Goldwyn-Mayer","Metro Goldwyn Mayer, Loew's Inc.","Comedy, Drama","English","Jun 7, 1940, Wide","Apr 6, 2010","1h 55m","Mono","Susan Trexel (Joan Crawford) returns home from Europe, bursting to share her spiritual transformation with her friends. Although Susan's estranged husband, Barrie (Fredric March) pleads for a reunion, Susan goes to stay with a friend and, acting upon her certainty that everyone can benefit from the truth, begins meddling in the lives of her friend's family. Barrie convinces Susan to act on her own beliefs and give him and their daughter, Blossom, another chance, but Susan remains smugly aloof.",40,25,"Susan and God"
