"Director","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Don Boyd","R","Drama","English","$46.2K","1h 41m","Surround","As Londoner Katie (Patsy Kensit) turns 21 years old, she decides it's time to stop stringing men along and make some serious decisions. As she mulls over the possibilities, she weighs her lovers against one another. Her Scottish beau, Bobby (Rufus Sewell), is an alluring sort, save for his habit of shooting up with heroin now and again. And Jack (Patrick Ryecart), her second lover, is married. Which leaves Katie with a third option: ditch both men and instead start a new life in Manhattan.",50,46,"Twenty-One"
