"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Synopsis","Critics","Audiences","Title"
"Sam Peckinpah","Martin Baum","Optimus Films","R","Crime, Drama","English","Aug 14, 1974, Original","Mar 22, 2005","1h 52m","When a Mexican crime boss (Kris Kristofferson) learns that his aide, Alfredo Garcia, has impregnated his daughter, he offers a million dollars for Garcia's head. Eager to collect, a couple of bounty hunters (Helmut Dantine, Gig Young) track him to a Mexico City bar run by an American expatriate named Bennie (Warren Oates). Bennie denies knowing Garcia and attempts to bring in the head himself after learning from his girlfriend (Robert Webber) that Garcia has died in a car accident.",78,85,"Bring Me the Head of Alfredo Garcia"
