"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Allison Anders","Echo Lake Entertainment","R","Drama","English","Jul 3, 2016","1h 57m","A rock journalist (Gabriel Mann) arranges a meeting between a traumatized singer (Kim Dickens) and the sleazy man who raped her.",100,78,"Things Behind the Sun"
