"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Peter O'Fallon","Wayne Allan Rice, Morrie Eisenman","Live Entertainment","R","Crime, Drama, Comedy","English","May 13, 2016","$1.7M","1h 46m","Avery (Henry Thomas), Max (Sean Patrick Flanery) and two friends (Jay Mohr, Jeremy Sisto), all wealthy men in their 20s, kidnap former Mafia boss Charlie (Christopher Walken) in an attempt to pay the $2 million ransom on the unrelated kidnapping of Avery's sister. Their plan runs into trouble at every turn, and, with the help of Charlie's psychological manipulation, the men begin to suspect that one or more among them was involved in the first kidnapping.",35,74,"Suicide Kings"
