"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Robert Stevenson","Bill Walsh","Bill Walsh","G","Kids & Family, Comedy","English","Jan 1, 2014","1h 28m","By not letting him buy her house, Mrs. Steinmetz (Helen Hayes) foils the plans of Alonzo Hawk (Keenan Wynn), a property developer who wants to build a shopping mall in downtown San Francisco, so Hawk plots to force her out. While helping his uncle Alonzo, Willoughby Whitfield (Ken Berry) discovers a special Volkswagen Beetle and falls for Nicole (Stefanie Powers), Mrs. Steinmetz's niece. After they discover Alonzo's plans, it's up to Mrs. Steinmetz and the extraordinary Beetle to save the day.",83,53,"Herbie Rides Again"
