"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Ringo Lam","Moshe Diamant","Larry Ferguson","Columbia Pictures Corporation, Roger Birnbaum Productions","R","Action","English","Jul 1, 2012","$14.1M","1h 40m","Surround","French police officer Alain Moreau (Jean-Claude Van Damme) makes an astonishing discovery: Mikhail, a man who died recently in a breakneck car chase, is the twin brother he never knew. Alain then uncovers a web of family secrets that lead him to New York City, where his brother was involved with the Russian Mafia. Teaming up with Mikhail's lover, Alex Minetti (Natasha Henstridge), Alain must now assume his twin's identity and go undercover to avenge Mikhail's death.",34,35,"Maximum Risk"
