"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"María Novaro","Jorge Sánchez","Beatriz Novaro, María Novaro","Sony Pictures Classics","Gobierno del Estado de Veracruz, Tabasco Films, Instituto Mexicano de Cinematografía, Televisión Española (TVE), Macondo Cine Video","PG-13","Adventure","Spanish","Jun 27, 1991, Original","1h 43m","Stereo","Each Wednesday night, Julia (María Rojo), a single mother with one child, escapes the doldrums of her boring job as a telephone operator and travels to a dance club in Mexico City. There she meets up with her longtime dance partner, Carmelo (Daniel Rergis), and they spend hours dancing a popular Cuban dance known as the Danzon. But, when Carmelo doesn't show up one night, Julia embarks on a long and whimsical journey to find him -- a journey on which she learns a thing or two about herself.",67,73,"Danzon"
