"Director","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Andrzej Żuławski","Christopher Frank, Andrzej Żuławski","R","Drama, Romance","French (Canada)","Jun 14, 2020","$18.6K","1h 50m","Aging ex-starlet Nadine Chevalier (Romy Schneider) is on the downside of her career, now relegated to acting in B-movie smut that her smarmy, self-hating husband, Jacques (Jacques Dutronc), lines up for her. When she meets ponderous photographer Servais Mont (Fabio Testi) on the set of one of her movies, he feels compelled to save her. He finances a vanity production of ""Richard III,"" hoping to re-launch her career. But can their love rise above the debauched world they inhabit?",93,89,"That Most Important Thing: Love"
