"Director","Screenwriter","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Jorge Nisco","Leandro Calderone","Action, Comedy","Spanish","1h 44m",NA,NA,NA,"Jaque Mate"
