"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Runtime","Synopsis","Critics","Audiences","Title"
"Lewis Teague","D. Constantine Conte, David Permut","Tom Hedley, David Zelag Goodman","Dino De Laurentiis Company","R","Crime, Drama","English","1h 38m","An Italian deli owner (Tom Skerritt) forms a vigilante group to rid his Philadelphia neighborhood of street punks.",20,47,"Fighting Back"
