"Director","Producer","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Philip Ridley","Pippa Cross, Richard Raymond","IFC Films","Isle of Man Film, Matador Pictures","Horror, Drama","English (United Kingdom)","Nov 19, 2010, Limited","Sep 1, 2016","$2.0K","1h 49m","Dolby Digital","Jamie Morgan, who was born with a heart-shaped birthmark on his face, discovers demons on the streets of East London.",77,47,"Heartless"
