"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"John Boorman","Judd Bernard, Robert Chartoff","Alexander Jacobs, David Newhouse, Rafe Newhouse","Metro-Goldwyn-Mayer","Crime, Drama","English","Aug 30, 1967, Original","Nov 21, 2016","1h 32m","A ruthless crook, Walker (Lee Marvin), is betrayed by his partner, Mal Reese (John Vernon), who leaves him for dead on Alcatraz Island. Having survived, Walker returns years later to get revenge. He gets his first lead when a mysterious man (Keenan Wynn) tells him that Reese is now part of a vast criminal organization and dating Walker's wife's sister, Chris (Angie Dickinson). But after contacting Chris, Walker discovers that in truth she loathes Reese and is willing to help him get justice.",93,84,"Point Blank"
