"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (DVD)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Steven Shainberg","Gregory Goodman, Steven Shainberg","Denis Johnson, Jim Thompson","Castle Hill","Slough Pond","R","Crime, Drama","English","Sep 9, 1996, Original","Apr 8, 2003","2h 5m","Mono","Flat (1.85:1)","A bellhop (Elias Koteas) living with his mentally impaired brother (Jay Leggett) becomes involved with an unbalanced woman (Laure Marsac) and a scheme to steal guests' valuables.",57,57,"Hit Me"
