"Director","Producer","Screenwriter","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Christophe Honoré","Florence Dormoy, Joëy Faré","Christophe Honoré, Gilles Taurand","Drama","French (Canada)","Oct 28, 2020","1h 35m","Dolby Digital","In the wake of her mother's tragic death, French teenager Junie (Léa Seydoux) transfers to a different high school. Though Junie lives mostly inside her own head, her beauty and stoicism win her the attention of the entire male student population. Junie begins dating the gentle Otto Cleves (Grégoire Leprince-Ringuet), but finds herself intensely drawn to her youthful Italian language teacher, Nemours (Louis Garrel). When Nemours begins to reciprocate, serious complications ensue.",57,58,"The Beautiful Person"
