"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Aspect Ratio","Synopsis","Critics","Audiences","Title"
"Woody Allen","Jean Doumanian","Woody Allen","Fine Line Features, New Line Cinema","Sweetland Films, Jean Doumanian Productions","R","Comedy, Drama","English","Dec 12, 1997, Wide","$10.7M","1h 36m","Dolby","35mm","Novelist Harry Block (Woody Allen) has become a success by turning his family and friends' lives into fodder for his books. Due to his novels' popularity, the university that once kicked Harry out has asked him to return for a ceremony that will honor him. As Harry sets out for the trip, he is confronted by his fictional characters, as well as real people who no longer want anything to do with him, and he learns how deeply his overly candid stories have affected those around him.",73,82,"Deconstructing Harry"
