"Director","Producer","Screenwriter","Rating","Genre","Original Language","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Alex Zamm","Charles Hirschhorn, Peter M. Green","Ron Anderson, William Robertson, Alex Zamm","G","Kids & Family, Comedy","English","Mar 1, 2013","1h 28m","Surround","City officials are moving to replace human-robot hybrid Inspector Gadget (French Stewart) with an updated model, the comely G2 (Elaine Hendrix). Like her predecessor, the new inspector must contain master criminal Claw (Tony Martin), who, having busted out of prison, wants to pull off a big gold heist. Young Penny (Caitlin Wachs) also starts shadowing Claw, and soon she forms a crime-fighting trio with her Gadget and G2. Claw had better watch his back.",40,23,"Inspector Gadget 2"
