"Director","Producer","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Herbert Ross","Ray Stark","Arnold Schulman, Jay Presson Allen, Arnold Schulman","Columbia Pictures","Rastar Pictures, Vista, Columbia Pictures Corporation","PG","Musical, Comedy","English","Mar 15, 1975, Wide","Mar 1, 2011","2h 16m","Stereo","In this sequel to ""Funny Girl,"" Fanny Brice (Barbra Streisand) is now a huge star on Broadway whose fortunes have taken a hit from the Great Depression. After a whirlwind romance, Fanny marries Billy Rose (James Caan), and the two agree to collaborate on a show. Despite the show's early struggles, Fanny makes it a success, but the sudden fame puts a strain on her marriage -- especially when Billy learns she still has feelings for her ex-husband, Nick (Omar Sharif).",30,55,"Funny Lady"
