"Director","Producer","Screenwriter","Production Co","Rating","Genre","Original Language","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Sönke Wortmann","Bernd Eichinger","Sönke Wortmann","Constantin Film","R","Romance, Comedy","German","$405.0K","1h 33m","Surround","Self-assured ladies' man Axel Feldheim (Til Schweiger) is supposed to be faithful to girlfriend Doro (Katja Riemann). But when she discovers him sleeping with another woman, she boots him from their apartment, forcing Axel to search for a new place to live. He ends up moving in with a timid and isolated gay man named Norbert (Joachim Król), who quickly falls for his straight roommate. But Axel doesn't reciprocate. Meanwhile, Doro learns she is pregnant and then tries to win Axel back.",45,64,"Maybe... Maybe Not"
