"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Norberto Barba","Joseph Newton Cohen, John Flock","Triumph Films","PG-13","Action","English","Aug 23, 1996, Limited","May 25, 2011","$4.9M","1h 34m","Stereo, Surround","Android military weapon Solo (Mario Van Peebles) is designed to put down Latin American rebels. But when Solo arrives, the machine feels compassion for the rebels fighting for freedom. Despite Solo's design, he begins fighting for the people he's supposed to kill. When his creators, including Gen. Haynes (Barry Corbin), attempt to bring him back, he flees. But the military doesn't give up. They send an upgraded android into the field to take Solo -- and the villagers -- down.",8,26,"Solo"
