"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Francisco Márquez","Luciana Piantanida, Andrea Testa","Tomás Downey, Francisco Márquez","Bord Cadre Films, Pensar con las Manos","Mystery & Thriller, Drama","Spanish","1h 36m","Dolby Digital","A sociology professor is haunted by the ghost of her maid's murdered son.",75,NA,"A Common Crime"
