"Director","Screenwriter","Distributor","Production Co","Rating","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Santiago Mitre","Santiago Mitre, Mariano Llinás","Amazon Studios","Amazon Studios, La Unión de los Ríos, Infinity Hill, Kenya Films","R (Language)","Drama","Spanish","Sep 30, 2022, Limited","Oct 21, 2022","2h 20m","Argentina, 1985 is a feature inspired by the true story of Julio Strassera, Luis Moreno Ocampo and their young legal team of unlikely heroes in their David-vs-Goliath battle in which, under constant threat, they dared to prosecute Argentina's bloodiest military dictatorship against all odds and in a race against time to bring justice to the victims of the junta.",96,91,"Argentina, 1985"
