"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Rerelease Date (Theaters)","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Michelangelo Antonioni","Emanuele Cassuto","Michelangelo Antonioni, Ennio Flaiano, Tonino Guerra","Lopert Pictures Corp.","Silver Films","Drama","Italian","Feb 19, 1962, Wide","Sep 14, 2016","Mar 17, 2017","$38.9K","2h 2m","Mono","In Milan, Lidia (Jeanne Moreau) suddenly storms out of a posh gathering held to honor her husband, Giovanni (Marcello Mastroianni), who has just written a new novel. Distressed at the news that her friend Tommaso (Bernhard Wicki) has a terminal illness, Lidia begins roaming the streets of the city, questioning her marriage to Giovanni. Meanwhile, Giovanni, seemingly oblivious to his crumbling relationship with Lidia, attempts to seduce beautiful ingénue Valentina (Monica Vitti).",84,91,"La Notte"
