"Director","Producer","Screenwriter","Distributor","Production Co","Genre","Original Language","Release Date (Theaters)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Li Shaohong","Jimmy Tan, Chen Kunming, Yi Liu","Li Shaohong, Su Tong, Ni Zhen","Novemberfilm, First Run","Beijing Film Studio, Ocean Film Studio","Drama","Chinese","Oct 4, 1996, Original","$7.3K","1h 59m","Dolby Digital","After the Cultural Revolution in China, Qiu Yi (Ji Wang) and Xiao (Caifei He) have to give up their work as prostitutes and face rehabilitation. While Xiao takes the opportunity to begin anew and trains to be a factory worker, Qiu Yi takes up with a former client, Lao Pu (Zhiwen Wang), who is wealthy enough to support her. Eventually, however, both fortunes and couples change, with Qiu Yi taking shelter in a Buddhist monastery, and Xiao beginning an unlikely romance with Lao Pu.",50,NA,"Blush"
