"Director","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Synopsis","Critics","Audiences","Title"
"Allan Burns","MTM Enterprises, Orion Pictures","PG-13","Drama","English","Jun 18, 2016","$5.9M","1h 51m","TV anchor Sandy (Christine Lahti) becomes friends with her aerobics instructor, Holly (Mary Tyler Moore). But their friendship is threatened when Sandy visits Holly's home for dinner and realizes that the man she's been having an affair with, Dr. Chip Davis (Ted Danson), is Holly's husband. Sandy attempts to end the affair, but Dr. Davis is soon killed in a horrific car accident. While Holly is comforted by her husband's friend, Harry (Sam Waterston), Sandy tries to keep her secret hidden.",33,52,"Just Between Friends"
