"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (DVD)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Jan Troell","Dino De Laurentiis","Dino De Laurentiis Company","PG","Romance","English","Jan 6, 2009","1h 59m","Surround","A Navy captain's (Jason Robards) daughter (Mia Farrow) flirts with an ensign and a well-heeled native (Dayton Ka'Ne) in windy 1920 Pago Pago.",33,44,"Hurricane"
