"Director","Producer","Screenwriter","Production Co","Genre","Original Language","Release Date (Theaters)","Release Date (Streaming)","Runtime","Synopsis","Critics","Audiences","Title"
"Burt Lancaster","Harold Hecht","A. B. Guthrie Jr.","Hecht-Lancaster Productions","Western, Drama","English","Jul 22, 1955, Limited","Sep 16, 2008","1h 44m","Upstanding widower ""Big Eli"" Wakefield (Burt Lancaster) decides to move from Kentucky further west to Texas. He undertakes the journey with just his young son ""Little Eli"" (Donald MacDonald), but en route they pick up friends like indentured servant Hannah (Dianne Foster) and schoolmarm Susie (Diana Lynn), a potential love interest. This motley crew's path is difficult, and they face many obstacles, not the least of which is nasty frontiersman Stan Bodine (Walter Matthau).",14,43,"The Kentuckian"
