"Director","Producer","Production Co","Rating","Genre","Original Language","Release Date (Streaming)","Box Office (Gross USA)","Runtime","Sound Mix","Synopsis","Critics","Audiences","Title"
"Betty Kaplan","Richard Goodwin, Betty Kaplan, Paul Mayersohn","Miramax","R","Drama","English","Dec 25, 2016","$22.1K","1h 49m","Stereo","A photographer (Antonio Banderas) and a woman (Jennifer Connelly) become allies against the military after the coup in 1973 Chile.",20,32,"Of Love and Shadows"
